CODENAME        OSARCH        CATEGORY                    PACKAGE                         VERSION                FILENAME                                                 MD5                                     
stretch         armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    102d8dbdf01857e3d694765b27af365c        
xenial          armhf         transmission                transmission-gtk                2.94                   transmission-gtk_2.94-1mod1_armhf.deb                    55726bbb20691b84480dac1702dc654c        
bionic          amd64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_amd64.deb                    ab0064a66dc1565abe94396bb799f4d9        
bullseye        amd64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_amd64.deb                    9b5970419369654394ae17fad57b32a8        
buster          amd64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_amd64.deb                    dee3b490e86cb16aea1368f4e3dd120a        
focal           amd64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_amd64.deb                    dd7f9570f42469ae9a9dd7f1d0be5b87        
jammy           amd64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_amd64.deb                    56ca3f5b0ae0f07538ef2a734368ce9d        
bionic          arm64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_arm64.deb                    34a0914d74aed7d0aa32190182379605        
buster          arm64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_arm64.deb                    2c1c93bad418f69a493943fe2f8bd615        
focal           arm64         transmission                transmission-gtk                3.00                   transmission-gtk_3.00-1mod1_arm64.deb                    79f7e12bb94492d2a8142c7947c927cd        
bionic          amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     1ef87732276c40c3dab7455a7a9e89f2        
bullseye        amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     7a86870016b707e1bfce6b5326b9ab6f        
buster          amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     97b3cc32ea7e952fa8e3c3a3f3b64db6        
focal           amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     49c064c6938f781c9ebaf6fa0f845d46        
jammy           amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     053a16518ec6321cc5cb65843999d2f1        
jessie          amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     cac4029cb613d9954d369c8fc024c57f        
stretch         amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     5a6b8f53eb3b793308fa9c3a18ce414a        
xenial          amd64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_amd64.deb                     893f093a229dcf77ea94233b70af73e8        
bionic          arm64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_arm64.deb                     aefd7f18f953ed57bded7b135f006dda        
buster          arm64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_arm64.deb                     7e9b4323123057babec830d0ac73c3c6        
focal           arm64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_arm64.deb                     e7504fd9d2255e104db05bb036307f4e        
stretch         arm64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_arm64.deb                     9ab3c0ca02c87cbc9d03879ced15a2d8        
xenial          arm64         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_arm64.deb                     97f242035586e4c63f4137652934bffc        
bionic          armhf         transmission                transmission-qt                 2.94                   transmission-qt_2.94-1mod1_armhf.deb                     cecf908f60bd9d02f47f3753d0f5a014        
